78286	54
78287	28
78288	52
78312	22
78328	23
78331	27
78349	7
78352	16
78382	10
78384	8
78443	21
78451	14
78462	25
78471	36
78495	4
78498	35
78519	11
78521	11
78525	11
78537	23
78541	23
78544	19
78572	30
78582	13
78603	12
78615	6
78643	11
78653	16
78654	19
78660	15
78673	18
78680	11
78683	10
78689	16
78705	20
78733	12
78773	19
78843	36
78886	6
78892	26
78893	55
78894	20
78978	1
78988	12
79007	16
79035	23
79054	16
79055	21
79058	23
79064	17
79068	18
79097	21
79098	20
79104	19
79114	20
79130	11
79291	12
79293	12
79382	7
79392	28
79397	30
79403	4
79407	5
79409	7
79412	4
79418	10
79426	255
79430	15
79461	21
79464	22
79466	19
79558	2
79567	2
79835	7
79893	17
79894	1
79901	22
79912	31
79913	23
79928	16
81752	13
81754	13
81762	8
81773	14
81776	18
81783	10
81786	10
81789	10
81795	9
81832	6
81847	73
81848	22
81860	40
81868	13
81870	13
81871	7
81888	14
81912	10
81918	16
81938	14
81940	20
81943	16
81946	25
81961	2
81974	19
81976	15
81985	16
81995	14
82000	15
82007	17
82035	18
82058	38
82059	24
82089	9
82135	35
82182	29
82215	14
82226	19
82230	16
82234	19
82260	23
82273	20
82281	16
82295	27
82298	28
82321	7
82335	8
82345	9
82346	9
82357	8
82389	11
82399	11
82409	4
82464	2
82521	8
82522	8
82531	44
82532	25
82536	10
82552	24
82558	26
82559	1
82565	17
82584	26
82595	18
82622	1
82647	3
82668	23
82672	20
82698	6
82717	31
82719	33
82754	17
82755	18
82779	8
83191	17
83193	18
83198	23
83209	1
83210	1
83257	5
83290	12
83674	21
83683	8
83685	10
83690	49
83691	10
83703	9
83736	56
83751	30
83753	1
83768	35
83784	10
83799	7
83811	19
83843	20
83844	13
83853	48
83866	28
83894	9
83930	19
83960	8
83962	16
83964	15
83965	5
83969	3
83974	4
83975	16
83979	4
83989	22
84002	3
84030	28
84035	10
84067	28
84080	22
84085	23
84092	22
84103	25
84110	24
84113	24
84124	21
84125	22
84130	21
84139	18
84140	19
84143	17
84165	23
84173	20
84176	23
84181	20
84215	19
84219	20
84222	20
84223	20
84224	20
84233	22
84236	22
84240	21
84243	22
84244	22
84263	20
84265	21
84266	20
84275	21
84279	22
84282	50
84299	27
84310	23
84316	23
84318	24
84319	24
84321	23
84328	24
84332	45
84335	57
84341	23
84352	16
84369	8
84370	6
84379	8
84381	8
84384	8
84403	17
84405	18
84463	9
84470	6
84567	10
84624	11
84628	11
84655	20
84656	9
84669	9
84810	15
84816	14
84820	14
84825	8
84834	81
84837	9
84845	20
84846	27
84850	26
84852	19
84853	22
84854	12
84855	18
84863	15
84866	15
84879	38
84958	18
84967	20
84968	17
84979	29
84980	31
84984	15
84989	13
84994	25
85001	16
85007	20
85025	1
85072	5
85074	17
85075	18
85080	5
85128	9
86053	21
86066	4
86219	2
86233	1
86639	5
86656	15
86660	16
86663	13
86690	14
86712	18
86721	31
86730	9
86743	2
86802	46
86806	16
86810	19
86820	23
86832	35
86834	52
86861	11
86897	15
86914	14
86940	11
86973	25
86984	32
86985	32
86997	19
87008	16
87014	15
87034	14
87039	21
87058	18
87063	18
87071	10
87077	20
87081	20
87084	16
87087	33
87097	15
87109	14
87124	20
87379	8
87380	8
87385	8
87391	3
87392	28
87393	12
87396	125
87397	20
87400	19
87401	21
87495	5
87932	14
87935	13
87944	18
87972	7
87973	5
87975	14
88285	16
88290	30
88314	24
88316	16
88320	15
88321	10
88329	27
88333	25
88335	27
88345	11
88347	15
88349	62
88387	9
88389	13
88392	12
88411	19
88415	46
88422	8
88429	3
88430	2
88446	16
88458	17
88463	19
88474	14
88477	1
88489	46
88502	17
88504	17
88513	8
88523	27
88532	9
88545	30
88546	36
88552	28
88556	23
88569	15
88575	16
88594	14
88598	14
88601	13
88603	11
88608	16
88610	16
88618	16
88619	16
88620	16
88624	21
88627	21
88631	21
88653	14
88659	15
88661	20
88665	21
88667	20
88668	1
88692	3
88713	37
88721	13
88732	7
88733	8
88734	6
88741	4
88748	4
88831	16
88835	16
88838	16
88843	15
88849	15
88853	15
88856	14
88857	17
88860	13
88870	27
88873	29
88876	29
88878	29
88879	25
88887	16
88888	17
88892	15
88912	18
88921	11
88933	6
88942	9
88944	8
88945	10
88960	7
88963	7
88974	6
88979	4
88990	10
88991	10
89012	5
89016	5
89017	6
89024	7
89029	8
89034	8
89041	8
89044	8
89046	8
89062	7
89068	7
89069	6
89072	10
89073	7
89079	7
89084	8
89096	7
89099	7
89105	7
89118	2
89121	4
89124	10
89139	9
89140	9
89142	10
89148	7
89150	7
89154	7
89161	9
89165	11
89168	11
89172	10
89185	9
89192	9
89193	9
89200	5
89201	5
89218	7
89234	5
89262	8
89266	8
89281	11
89286	11
89311	13
89313	13
89314	13
89319	12
89328	10
89351	43
89353	25
89355	17
89379	10
89387	10
89388	10
89393	11
89394	1
89400	1
89547	8
89778	15
89785	11
89789	13
89795	1
89797	6
89815	1
89824	10
89948	1
