71262	20
71269	9
71275	9
71279	30
71301	9
71302	6
71323	16
71324	14
71326	11
71335	11
71344	3
71349	14
71352	21
71354	9
71357	30
71384	11
71402	8
71409	11
71411	8
71415	11
71461	14
71467	2
71472	21
71495	67
71496	28
71508	49
71523	14
71535	14
71541	64
71545	45
71547	45
71549	4
71559	12
71571	70
71596	67
71615	31
71619	46
71632	11
71635	20
71646	39
71675	64
71697	45
71702	10
71708	26
71709	46
71710	33
71716	12
71717	28
71720	16
71730	34
71732	37
71733	38
71736	30
71740	9
71746	16
71750	7
71758	7
71776	6
71792	20
71797	19
71801	6
71806	19
71816	13
71820	9
71829	12
71831	11
71852	58
71857	56
71871	13
71880	30
71882	21
71883	27
71884	35
71885	12
71887	8
71892	109
71895	21
71902	11
71903	9
71904	34
71905	11
71906	10
71909	11
71917	38
71925	41
71930	22
71934	47
71963	33
71972	23
71976	47
71978	13
71979	13
71987	19
71995	18
72001	30
72003	17
72007	13
72023	23
72026	13
72028	29
72030	23
72032	8
72053	13
72057	22
72064	5
72073	23
72081	7
72103	18
72107	26
72119	19
72122	36
72126	46
72130	15
72141	14
72143	29
72152	29
72154	41
72155	45
72160	35
72161	20
72166	27
72167	27
72171	43
72175	45
72178	64
72179	7
72181	27
72188	11
72212	8
72232	12
72233	13
72258	13
72260	25
72263	6
72269	17
72274	20
72283	12
72285	25
72289	5
72299	10
72314	22
72321	19
72336	21
72344	4
72347	19
72350	20
72358	48
72359	103
72380	119
72387	16
72392	103
72402	213
72416	118
72423	6
72426	12
72441	18
72442	43
72447	50
72450	15
72457	98
72460	73
72462	19
72467	17
72469	49
72560	19
72572	15
72588	17
72596	37
72601	9
72611	16
72616	11
72637	8
72659	16
72666	15
72694	14
72697	16
72709	15
72711	25
72714	11
72715	27
72721	13
72722	19
72732	16
72745	14
72762	19
72790	1
72800	20
72811	16
72820	16
72831	18
72865	18
72885	19
72965	6
72970	16
72980	13
72998	24
73008	24
73021	15
73025	68
73043	12
73071	15
73079	16
73086	13
73090	38
73093	24
73099	4
73177	26
73191	5
73206	14
73210	15
73220	10
73337	22
73341	13
73354	15
73408	10
73411	11
73414	11
73544	7
73547	39
73550	20
73555	7
73560	18
73565	17
73574	35
73586	32
73731	23
73773	19
73774	19
73775	18
73823	24
73853	24
73880	22
73905	19
73934	21
73941	21
73954	42
73961	22
73981	15
73986	17
73990	17
74008	13
74238	23
74257	20
74263	37
74271	17
74277	16
74296	5
74299	7
74417	21
74435	7
74467	10
74484	10
74539	3
74546	7
74551	2
74554	3
74588	3
74591	7
74611	6
74620	7
74636	4
74639	2
74809	1
74965	5
74967	9
74969	3
74994	10
75030	3
75140	13
75142	13
75153	14
75244	9
75633	25
75634	23
75638	21
75643	22
75649	20
75650	21
75653	21
75656	22
75659	7
75666	19
75669	7
75670	6
75684	5
75690	10
75701	19
75703	1
75705	4
75714	13
75715	8
75716	12
75717	11
75732	3
75735	5
75736	13
75738	30
75755	25
75756	11
75765	12
75782	20
75783	1
75790	14
75791	34
75793	10
75801	26
75809	27
75810	131
75819	11
75823	10
75824	12
75827	6
75830	6
75833	175
75834	63
75839	99
75840	13
75849	133
75851	12
75861	14
75866	4
75868	14
75870	4
75891	5
75892	13
75903	8
75921	16
75922	8
75943	26
75956	10
75960	10
75963	27
75964	9
75965	8
75967	47
75969	10
75970	41
75974	15
75984	21
75993	17
76016	21
76017	21
76035	14
76071	1
76081	1
76088	1
76096	2
76106	4
76107	7
76116	1
76161	1
76162	4
76170	2
76171	6
76180	1
76181	2
76226	6
76227	1
76238	1
76293	35
76308	16
76325	26
76372	47
76373	22
76375	15
76411	44
76414	48
76419	41
76452	11
76544	11
76549	14
76555	13
76566	24
76567	22
76568	24
76608	1
76613	1
76765	2
78057	243
78110	19
78120	3
78124	13
78163	6
78169	9
78186	17
78198	14
78201	6
78232	9
78240	18
78241	27
78263	22
78272	26
78285	24
